age,description,has_education,has_family,kongzi_option,kongzi_career_points,kongzi_parents_points,kongzi_children_points,kongzi_health_points,kongzi_friends_points,laozi_option,laozi_career_points,laozi_parents_points,laozi_children_points,laozi_health_points,laozi_friends_points,mozi_option,mozi_career_points,mozi_parents_points,mozi_children_points,mozi_health_points,mozi_friends_points,shang_option,shang_career_points,shang_parents_points,shang_children_points,shang_health_points,shang_friends_points
90,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
90,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
90,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
10,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",Yes,Yes,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
10,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",Yes,No,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
10,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",No,Yes,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
10,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",No,No,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
20,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",Yes,Yes,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
20,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",Yes,No,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
20,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",No,Yes,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
20,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",No,No,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
30,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",Yes,Yes,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
30,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",Yes,No,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
30,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",No,Yes,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
30,"You've been waiting in line for a while, but someone you know (not very well) cuts in front of you. What will you say?",No,No,"Excuse me, but you're violating the natural order of this line. Could you please do the right thing and head to the back?",0,0,0,0,-1,"""...""",0,0,0,0,1,"""Excuse me, but other people have been waiting in line for longer than you—it's only fair that you head to the back. Plus, the ghosts are watching.""",0,0,0,0,-1,"""You're disrespecting the rules by cutting—leave now before I call security!""",0,0,0,0,-1
